latitude,longitude,name
35.6511626,139.3336355,八王子クリニックビレッジ
35.6715494,139.4951489,東府中病院
35.6814544,139.6345845,樺島病院
35.5665132,139.7161324,山下医院
35.5819868,139.4748274,富医院
35.7215276,139.824376,加藤診療所
35.5745961,139.7085594,池上幸仁診療所
35.7066978,139.8670118,まつしま病院
35.705822,139.867741,同愛会病院
35.6436726,139.6076627,幸野メディカルクリニック (Kono Medical Clinic)
35.6545491,139.5661583,杉田医院
35.7040813,139.6437396,清川病院
35.6925793,139.4231046,立川国家公務員共済病院
35.6963837,139.4226312,立川相互病院
35.7039486,139.5771482,森本病院
35.699114,139.5875913,吉祥寺南病院
35.6501826,139.7344967,南麻布医院
35.7038132,139.7693281,萩原医院
35.6917457,139.4618543,東京都立多摩総合医療センター
35.7069378,139.4102234,災害医療センター
35.7069639,139.4076163,東京西赤十字血液センター
35.7090829,139.3829573,恩賜財団東京都同胞援護会 昭島病院
35.6972162,139.7724786,秋葉原メディカルクリニック
35.6103459,139.7437468,柴田内科消化器科クリニック
35.6105945,139.7443905,竹内医院
35.6618724,139.6871608,Kijima E.N.T. & Pediatric Clinic
35.6594565,139.4982545,共済会 櫻井病院
35.6664,139.5168834,慈秀病院
35.6841205,139.4995749,斎藤病院
35.7050719,139.3797545,竹口病院
35.7076799,139.3835919,健生会 昭島相互病院
35.7165364,139.3492459,東京西徳洲会病院
35.7002949,139.801729,粉川医院
35.701623,139.80108,山田記念病院
35.6517704,139.752204,芝公園かみやまクリニック
35.729306,139.291704,あきる台病院
35.5497035,139.4455981,あけぼの病院
35.690015,139.812319,あそか会あそか病院
35.58958,139.732717,いすゞ病院
35.6036122,139.6987148,おきの会旗の台病院
35.7758337,139.5180281,きよせの森総合病院
35.641267,139.650555,さくら会世田谷中央病院
35.672439,139.709405,オリンピア会オリンピア眼科病院
35.680759,139.838383,サワイ病院
35.774582,139.532449,ジュウロス会カペナウム病院
35.596574,139.6677628,七仁会田園調布中央病院
35.705334,139.297444,三井病院
35.699902,139.779126,三井記念病院
35.572552,139.495934,三医会鶴川リハビリテーション病院
35.7126639,139.6331173,河北前田病院
35.788492,139.358436,三秀会仁友病院
35.784902,139.252314,三秀会 青梅三慶病院
35.728344,139.784986,上宮会日暮里上宮病院
35.767637,139.502813,上宮会清瀬上宮病院
35.65081,139.333047,中山会八王子消化器病院
35.581998,139.722524,中島病院
35.723569,139.814901,中林病院
35.765944,139.517867,久留米ケ丘病院
35.791492,139.35763,久遠会高沢病院
35.641571,139.600087,九折会成城木下病院
35.7060765,139.8442906,二本松眼科病院
35.709128,139.893365,二誠会村上病院
35.720374,139.855424,五十鈴会坂本病院
35.72281,139.432807,五葉会ファウンズ産婦人科病院
35.675572,139.781432,京橋病院
35.65859,139.330721,仁光会眞宮病院
35.5859357,139.727531,仁医会牧田総合病院
35.695789,139.682245,仁友会国際仁友病院
35.683069,139.716215,仁圭会林外科病院
35.717902,139.823899,仁寿会中村病院
35.600218,139.729939,仁生堂大村病院
35.794004,139.845783,仁生社江戸川病院高砂分院
35.8148598,139.3149507,青梅今井病院
35.666376,139.710605,伊藤病院
35.698402,139.762933,佐々木研究所附属杏雲堂病院
35.719068,139.859035,佐久間病院
35.6869764,139.5664791,三鷹第一クリニック
35.748585,139.557281,保谷厚生病院
35.765305,139.508507,保養会竹丘病院
35.77372,139.503063,信愛報恩会信愛病院
35.6711246,139.8078845,修世会木場病院
35.717091,139.63597,薄病院
35.708815,139.667357,健友会中野共立病院
35.696588,139.422295,健生会ふれあい相互病院(旧立川相互病院)
35.709541,139.814928,健生堂病院
35.7424268,139.4782469,光友会逸見病院
35.6833376,139.2506865,光生会平川病院
35.6524331,139.6353191,児玉新生会児玉経堂病院
35.653783,139.266476,八王子保健生活協同組合城山病院
35.631759,139.305918,八王子恵愛病院
35.636878,139.625919,公立学校共済組合関東中央病院
35.731419,139.503287,公立昭和病院
35.747246,139.326662,公立福生病院
35.7321657,139.2723206,公立阿伎留病院
35.756466,139.234392,利定会 大久野病院
35.74989,139.515146,前田病院
35.6622562,139.3609757,北原脳神経外科病院
35.77997,139.524978,北多摩保健生協病院
35.703593,139.64622,北條病院
35.6455257,139.726386,北里研究所病院
35.667655,139.758878,十仁病院
35.7218659,139.5819191,千秋会田中脳神経外科病院
35.760689,139.334745,博生会 西多摩病院
35.6476915,139.7352093,厚生会古川橋病院
35.804332,139.8045638,東京足立病院
35.712041,139.82876,厚生病院
35.678181,139.734186,友仁会赤坂見附前田病院
35.6489909,139.681919,古畑病院
35.6657961,139.6422535,吉川内科小児科病院
35.695212,139.771346,同仁記念会明和病院
35.702321,139.871784,同愛会病院
35.699847,139.794432,同愛記念病院
35.697486,139.766294,名倉クリニック
35.706653,139.867146,向日葵会まつしま産婦人科小児科病院
35.617075,139.645668,和乃会小倉病院
35.6033,139.672805,和誠会大脇病院
35.7648733,139.2691566,和風会 多摩リハビリテーション病院
35.560996,139.720532,善春会若葉眼科病院
35.670346,139.628001,回心会 ロイヤル病院
35.692729,139.483179,国分寺内科中央病院
35.6653668,139.7682873,国立がん研究センター中央病院
35.7471916,139.3989241,国立病院機構村山医療センター
35.6261025,139.6667223,国立病院機構 東京医療センター
35.767888,139.50573,国立病院機構東京病院
35.706531,139.409712,国立病院機構災害医療センター
35.765888,139.495814,国立療養所多磨全生園
35.697094,139.678079,圭友会小原病院
35.695182,139.845815,城東社会保険病院
35.713097,139.826371,墨田中央病院
35.740585,139.489288,多摩済生医療団多摩済生病院
35.754726,139.4269725,多摩湖病院
35.714343,139.709798,大同病院
35.640128,139.668832,大坪会三軒茶屋病院
35.7351905,139.7131156,大成会長汐病院
35.7130121,139.3583064,大日会太陽こども病院
35.6997218,139.5078853,大日会小金井太陽病院
35.560694,139.721608,大槻外科病院
35.635068,139.443601,天翁会天本病院
35.703507,139.547312,天誠会武蔵境病院
35.701507,139.559228,太寿会厚生会病院
35.800487,139.088656,奥多摩町国民健康保険奥多摩病院
35.672759,139.469931,奥島病院
35.745223,139.504564,好仁会滝山病院
35.732897,139.71113,宏明会池袋大久保病院
35.686764,139.759933,宮内庁病院
35.73186,139.37191,富家会 富家第三病院
35.6955703,139.6022276,寺田病院
35.82407,139.293107,寿光会 坂本第二病院
35.825069,139.257028,寿光会青梅坂本病院
35.630685,139.650111,小島病院
35.699703,139.7613616,小畑会浜田病院
35.701258,139.599863,山中病院
35.686265,139.7906,山村病院
35.7787501,139.3130189,岩尾会 東京海道病院
35.8271789,139.2932702,岩尾会東京青梅病院
35.742929,139.2464063,崎陽会 日の出ケ丘病院
35.7588456,139.7141275,帝京大学医学部附属病院
35.710764,139.822122,常壽会高石胃腸病院
35.562083,139.711442,常田病院
35.634074,139.660249,平和協会駒沢病院
35.728675,139.706103,平塚胃腸病院
35.5509826,139.7344046,幸和病院
35.770853,139.261917,幸悠会 鈴木慈光病院
35.6983704,139.6976642,広恵会春山外科病院
35.657093,139.455349,府中恵仁会病院
35.655021,139.384595,康明会日野田中病院
35.620826,139.704357,康済会病院
35.77722,139.53681,弘善会清瀬富士見病院
35.668986,139.670581,彰誠会伊藤脳神経外科病院
35.6739469,139.3282994,徳成会八王子山王病院
35.7129693,139.6660386,徳静会横畠外科胃腸科病院
35.653517,139.726549,恩賜財団母子愛育会総合母子保健センター愛育病院
35.728444,139.696653,恭和会恭和記念病院
35.727425,139.693382,恭和会橋本病院
35.700902,139.823401,恵信会友仁病院
35.768609,139.495953,恵友会三恵病院
35.722287,139.698909,悦伝会目白病院
35.7493043,139.3375046,悦伝会 目白第二病院
35.7532709,139.7209348,愛誠病院
35.706195,139.293722,愛有会三愛病院
35.646344,139.431713,愛生会厚生荘病院
35.681322,139.828206,愛育会協和病院
35.677867,139.838754,愛育会愛和病院
35.709953,139.654858,愛誠会中野病院
35.713178,139.756821,慈愛病院
35.6814497,139.4786119,慈敬会府中医王病院
35.771248,139.502063,慈生会ベトレヘムの園病院
35.727924,139.66419,総合東京病院
35.68476,139.568116,慈生会野村病院
35.721422,139.572476,慈雲堂内科病院
35.7134639,139.5572702,成友会小森病院
35.6904823,139.6602246,救世軍ブース記念病院
35.770026,139.506841,救世軍清瀬病院
35.709611,139.294555,敬寿会相武病院
35.728952,139.692521,敬愛病院
35.662376,139.66997,文寿会福原病院
35.762638,139.491203,新新会多摩あおば病院
35.614715,139.676582,日扇会第一病院
35.7495997,139.6915925,日本大学医学部付属板橋病院
35.687485,139.697244,日本心臓血圧研究振興会附属榊原記念病院
35.621568,139.411273,日本心身障害児協会島田療育センター
35.7221819,139.7318044,小石川東京病院
35.620436,139.624281,日産厚生会 玉川病院
35.6671112,139.378261,日野市立病院
35.7042788,139.2670955,明和会西八王子病院
35.658875,139.689609,明生会セントラル病院
35.657655,139.69069,明生会セントラル病院分院
35.6089638,139.69406,昭和大学歯科病院
35.6077885,139.7035784,昭和大学病院
35.609522,139.705471,昭和大学病院附属東病院
35.672306,139.5959166,昭和大学附属烏山病院
35.729532,139.538694,時正会佐々総合病院
35.553779,139.728747,有仁会糀谷病院
35.626965,139.726161,有仁会阿部病院
35.6774485,139.5669004,杏林大学医学部付属病院
35.760525,139.406738,村山中央病院
35.724523,139.736008,東京健生病院
35.680875,139.709466,東京勤労者医療会代々木病院
35.6320583,139.2891581,東京医科大学八王子医療センター
35.70097,139.764782,東京医科歯科大学病院
35.7016344,139.7642467,東京医科歯科大学病院
35.703456,139.74224,独立行政法人 地域医療機能推進機構 東京新宿メディカルセンター
35.7120155,139.7653776,東京大学医学部附属病院
35.639852,139.724882,東京大学医科学研究所附属病院
35.748425,139.765681,東京女子医科大学東医療センター
35.653879,139.741714,国際医療福祉大学三田病院
35.60742,139.6858343,東急株式会社東急病院
35.7077364,139.317069,東京愛成会高月病院
35.757952,139.814037,東京拘置所医務部病院
35.685447,139.288335,東京新生病院
35.6509687,139.6191225,有隣病院
35.7013549,139.7549178,東京歯科大学水道橋病院
35.698958,139.789543,東京自動車連合健康保険組合柳橋病院
35.655646,139.313028,東京都国民健康保険団体連合会南多摩病院
