latitude,longitude,name
35.6667952,139.7568175,烏森神社
35.6020865,139.6890935,洗足八幡神社
35.6011445,139.6920211,妙福寺
35.6656958,139.6774391,日本キリスト教団 代々木上原教会
35.6673128,139.6769193,天理教原宿分教団
35.6162754,139.4270387,青木葉天満宮
35.6215201,139.4285536,青木山東福寺
35.6472232,139.7077849,恵比寿神社
35.6657457,139.7354859,妙像寺
35.6997288,139.7401145,神楽坂若宮八幡宮
35.6548825,139.7487871,芝東照宮
35.6564245,139.6460778,天理教 南豊島分教会
35.5551572,139.4602487,南大谷 天神社
35.5972085,139.3858597,エホバの証人の王国会館
35.6833613,139.6311935,浜田山キリスト教会
35.6869591,139.6371745,白山神社
35.6722482,139.6441076,永福寺
35.6752302,139.6304234,八幡神社
35.6376173,139.5878117,カトリック喜多見教会
35.6575565,139.5896523,仙川教会
35.6863829,139.6208533,松林寺
35.6643884,139.6517175,伏見山 正法寺
35.6639113,139.6518863,勝林寺
35.6632582,139.6518698,浄徳寺
35.6637858,139.6521181,延重寺
35.7159485,139.617619,妙正寺
35.6994917,139.5958193,松庵稲荷神社 (Shoan-Inarijinja)
35.6682406,139.6576868,羽根木神社
35.6725708,139.6428235,永福稲荷神社
35.6793544,139.6357336,法華宗 理性寺
35.6562648,139.6136035,青林山 東覚院
35.6495653,139.610513,観音院
35.7181766,139.7588188,願行寺
35.7191464,139.7590348,東京聖テモテ教会
35.7172124,139.7590029,西教寺
35.7210493,139.7659237,真島稲荷神社
35.6276603,139.5991349,天台宗 知行院
35.7204468,139.8263812,三輪里稲荷神社 （こんにゃく稲荷）
35.720175,139.8261248,正覚寺
35.6759254,139.641399,日本キリスト教団 永福教会
35.6832633,139.6637755,多田神社
35.6835944,139.663754,寳福寺
35.6604577,139.5696801,つつじヶ丘使途キリスト教会
35.6384442,139.5998884,カトリック成城教会
35.6505183,139.6362377,福昌寺
35.6502308,139.6347878,日本キリスト教団 経堂緑岡教会
35.7620259,139.670954,上板橋キリスト教会
35.6567807,139.64662,創価学会世田谷文化会館
35.5789017,139.7051955,池上本門寺
35.6770532,139.6528286,和泉福音教会
35.6885218,139.651805,日本長老教会 杉並教会
35.6940103,139.6538479,宗延寺
35.6949208,139.6523459,本仏寺
35.6947565,139.6513585,修行寺
35.695141,139.6518978,日蓮宗 妙祝寺
35.6594482,139.6929703,渋谷日本基督会
35.6936042,139.631288,尾崎熊野神社
35.6508153,139.6450875,乗泉寺 世田谷別院
35.7559487,139.7096385,文殊院
35.6022635,139.4598846,飯守神社
35.6114335,139.6244096,多摩川水神
35.6704431,139.6859318,應慶寺
35.6236207,139.6016303,観音寺
35.6499672,139.7087366,清流寺
35.6740277,139.6119292,医王寺
35.6457859,139.7213465,日本キリスト教団 豊沢教会
35.6504242,139.6975546,東京バプテスト教会
35.6576972,139.6849266,聖徳寺
35.659172,139.6702605,日本キリスト教団 富士見丘教会
35.6352788,139.7374543,正覚寺
35.7072241,139.6719239,打越天神北野神社
35.7050176,139.6812734,中野教会
35.6606785,139.5651395,柴崎稲荷神社
35.666907,139.56506,中原キリスト教会
35.6634218,139.5705916,延浄寺
35.6565819,139.5968692,神明社
35.664072,139.5849535,昌翁寺
35.6949108,139.5420066,池の上キリスト教会
35.6917064,139.6019609,久我寺
35.6430177,139.6654354,日本ナザレン教団 三軒茶屋教会
35.6342199,139.673549,下馬福音教会
35.6641444,139.6649889,日本ナザレン教団 下北沢キリスト教会
35.6969641,139.5287302,カンバーランド長老教会　東小金井教会
35.6187792,139.6710749,氷川神社
35.718242,139.6690453,浄土真宗 了然寺
35.7534662,139.7352902,毛塚
35.7314557,139.5050886,武蔵野神社
35.765882,139.3808738,六地蔵
35.656455,139.5662949,つつじヶ丘キリスト教会
35.6332877,139.688902,十日森稲荷神社
35.6541761,139.6516857,東京門跡別院 満足院
35.6533522,139.651514,杓子稲荷神社
35.6035385,139.7234808,金光教神明教会
35.6074556,139.728517,立正校正会品川教会
35.7021478,139.735085,圓福寺
35.7018353,139.7362866,法正寺
35.6927381,139.733724,市谷亀岡八幡宮
35.6444221,139.6206183,千歳船橋教会
35.6562305,139.6605663,代田教会
35.7222289,139.4952061,鈴木稲荷神社
35.742269,139.6565548,練馬バプテスト教会
35.7226338,139.8670683,天祖神社
35.7130195,139.520468,神社
35.7106212,139.6063292,荻窪八幡神社
35.6542344,139.7453916,伏見三宝稲荷神社
35.6545022,139.7461635,妙定院
35.7274517,139.5086656,花小金井教会 日本キリスト改革派
35.7373698,139.5024119,當麻山 泉蔵院
35.7039724,139.6122215,願泉寺
35.6672511,139.6485207,カトリック松原教会
35.6586271,139.6438024,三界寺
35.644822,139.7136663,金光教麻布教会
35.5603545,139.4699923,カンバーランド長老キリスト教会 成瀬教会
35.7328433,139.8403003,白髭神社
35.7269643,139.8300785,日枝神社
35.7275805,139.82678,寶蔵寺
35.6561752,139.561738,光照寺
35.758333,139.4010216,熊野神社
35.7621793,139.3980886,谷津仙元神社
35.7399006,139.8337185,慈眼院
35.7402018,139.8336825,篠原稲荷神社
35.6608438,139.5678877,巌嶋神社
35.6547208,139.6981819,渋谷福音教会
35.6544404,139.6969705,聖ヶ丘教会
35.7090811,139.8673857,東小松川香取神社
35.69536,139.879158,寿命院園福寺
35.6555774,139.697984,惟神會本部
35.655244,139.7024509,中渋谷教会
35.6543427,139.7042379,幸福の科学渋谷精舎
35.646773,139.7072193,東京国際基督教教会
35.655247,139.6991675,東京教会
35.7516054,139.861906,青龍神社
35.6464041,139.7069057,救世軍渋谷小隊
35.7122626,139.5234632,セブンスデー・アドベンチスト小金井教会
35.6954049,139.5019836,神明宮
35.703775,139.7579874,興安寺
35.6590273,139.6391827,カトリック赤堤教会
35.6823464,139.6144815,日本キリスト教団 高井戸教会
35.6951362,139.7580323,救世軍日本本営
35.6956549,139.65491,蓮光寺
35.6481923,139.6217591,世田谷キリスト教会
35.6475246,139.7411317,大松寺
35.6467098,139.7405773,宝生院
35.6470135,139.7406229,長延寺
35.6472336,139.740909,西藏院
35.6472393,139.7437558,子育延命地蔵尊
35.5982315,139.4689218,鶴川福音教会
35.7043945,139.557268,三鷹福音教会
35.6943549,139.5599009,禅林寺
35.5416572,139.4521332,原町田教会
35.6622183,139.4108786,高幡不動尊
35.6198531,139.7252578,居木神社 (Irugi Jinja)
35.619905,139.7257686,観音寺 (Kannonji)
35.7028735,139.6194529,東京イエス之御霊教会
35.6585234,139.6432292,六所神社
35.6577801,139.6387183,即法寺
35.6909356,139.7780664,大安楽寺
35.5203933,139.4644504,常楽寺
35.5162419,139.4667343,八坂神社
35.6038205,139.6462502,稚児大師堂
35.7308475,139.3386344,福生ベテル協会
35.655422,139.6609171,円乗院
35.6888946,139.4800381,正覚寺
35.6982114,139.4533756,大宣寺
35.7525259,139.8022537,千住本氷川神社
35.7068129,139.6560013,天理教 東都分教会
35.7087968,139.6484116,正光寺
35.6563061,139.6262137,西経堂教会
35.6635564,139.6403706,東京カベナント教会
35.6343372,139.569285,伊豆美神社
35.6526524,139.564068,天理教神代分教会
35.6969633,139.6614159,新中野キリスト教会
35.6914613,139.6599988,救世軍
35.6963683,139.6376204,海雲寺
35.697112,139.6370235,天桂寺
35.6962094,139.6302722,創価学会 南阿佐谷会館
35.708413,139.6512029,高円寺教会
35.7220887,139.6514189,日本キリスト教団 野方町教会
35.6678581,139.5897564,給田キリスト教会
35.6303124,139.2673308,旭稲荷神社
35.6289519,139.2517956,神変堂
35.6535643,139.6339258,光輪成院
35.6533486,139.6338078,天七岩屋比売神社
35.6600136,139.6800344,エスコラピオス修道会カラサンス修道院
35.5471806,139.4784951,奈良谷戸 山神社
35.5499478,139.4803363,Evergreen Chapel
35.7022239,139.5828856,正福寺
35.6967588,139.5947367,天理教吉祥寺分教会
35.6807714,139.613446,吉祥院
35.6961359,139.7486134,九段教会
35.6955493,139.7497908,実践倫理宏正会
35.6946663,139.6164613,スピノラ修道女会 (Spinola Sisters Catholic Mission)
35.7000211,139.6203395,荻窪教会
35.6524973,139.7361114,福泉寺
35.7101487,139.6135856,杉並中通教会
35.6483019,139.7329625,延命院
35.6489688,139.7325977,若松寺
35.6474298,139.7274751,光林禅寺
35.6088653,139.6705869,自由が丘キリスト集会
35.5433973,139.4508191,町田クリスチャンセンター
35.5439494,139.4505992,東京ホライズンチャペル
35.5494753,139.444112,町田純福音教会
35.5516925,139.4409228,町田ベテル教会
35.7077624,139.6437143,馬橋キリスト教会
35.656536,139.74633,宝珠院
35.7033097,139.6261526,立教寺
35.7045225,139.6351854,西蓮寺
35.6633987,139.7582964,日比谷神社
35.6965344,139.6194957,中道寺
35.6364335,139.6769539,世田谷山 観音寺
35.7052583,139.7922683,榧寺
35.6582218,139.5847916,西照寺
35.6679588,139.6251656,松沢教会
35.6199167,139.6869902,サレジオ教会
35.6209022,139.6879585,天理教本芝耕分教会
35.6190009,139.6874006,エホバの証人の王国会館
35.7045816,139.5950393,天理教四谷分教会
35.757479,139.6748004,御嶽神社
35.5971327,139.4603638,鶴川北教会
35.7628821,139.297963,阿蘇神社
35.7013711,139.3674924,諏訪神社
35.701703,139.3737022,福厳寺
35.6479578,139.6524011,青龍山 勝国寺
35.6491834,139.653075,念空寺
35.6818185,139.6631328,創価学会 中野南文化会館
35.6894523,139.6637322,立正佼成会 新宿教会 渋谷教会
35.60745,139.7437657,幸稲荷神社
35.7103468,139.7856142,光明寺
35.7121532,139.7849992,真照寺
35.7097902,139.7853264,誓教寺
35.7122556,139.7847954,真宗 浄正寺
35.7144661,139.7847203,浄土宗 源空寺
35.7154003,139.7864315,曹洞宗 曹源寺
35.7365164,139.7463177,大國神社
35.7117233,139.7895232,東本願寺
35.7062528,139.7224667,宗清寺
35.7048959,139.7193553,亀鶴山 易行院 誓閑寺
35.7014773,139.7057447,東京中央教会
35.7009643,139.7039944,日本福音ルーテル東京教会
35.6525408,139.7397904,浄土宗 龍原寺
35.6526017,139.7390717,綱生山 当光寺
35.652885,139.7374196,常祐山 圓徳寺
35.6594538,139.7456915,臨済宗 金地禅院
